automated32:automated32,final_score,190
6169dc7d34d85e70201ee321:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Fri Aug 19 2022 18:33:20 GMT+0200 (South Africa Standard Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
6169dc7d34d85e70201ee321:62ffb73fe31bae241538cb8a,final_score,1190
debugLjsDT:debugv6dIG,params,"{'CODE': 'guanaco', 'MIN_TIME': 7, 'inspectCost': 0.6, 'startTime': 'Mon Aug 01 2022 16:51:12 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
61670b85f91be7f7618712b5:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Fri Aug 19 2022 18:52:17 GMT+0200 (South Africa Standard Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
614775c6f329a9e5ab190e04:630395ec3bbdf7a1062ff4c9,params,"{'CODE': 'CD8YV6VN', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Mon Aug 22 2022 15:54:45 GMT+0100 (Western European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
614775c6f329a9e5ab190e04:630395ec3bbdf7a1062ff4c9,final_score,832.25
automated6:automated6,params,"{'CODE': 'CD8YV6VN', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Thu Sep 01 2022 12:04:41 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
61290c984835b674072fc6ac:62f6237ed64dc454fe55122a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.3, 'startTime': 'Fri Aug 12 2022 12:56:06 GMT+0200 (South Africa Standard Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
61290c984835b674072fc6ac:62f6237ed64dc454fe55122a,final_score,598.5
debugUHTyL:debugnAiNJ,params,"{'CODE': 'aoudad', 'MIN_TIME': 7, 'inspectCost': 0.3, 'startTime': 'Wed Aug 10 2022 16:53:56 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5fa41da4e4209b0314c4ba5b:62f6237ed64dc454fe55122a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.3, 'startTime': 'Fri Aug 12 2022 12:09:53 GMT+0200 (heure d’été d’Europe centrale)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5fa41da4e4209b0314c4ba5b:62f6237ed64dc454fe55122a,final_score,1284.3
5d1cc0603690a90017b7fde9:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Fri Aug 19 2022 19:05:47 GMT+0200 (czas środkowoeuropejski letni)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5d1cc0603690a90017b7fde9:62ffb73fe31bae241538cb8a,final_score,1367
debugspbB9:debugSfY5d,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Mon Aug 22 2022 12:33:10 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
debug83NEB:debug7xGNg,params,"{'CODE': 'guanaco', 'MIN_TIME': 7, 'inspectCost': 0.6, 'startTime': 'Tue Aug 02 2022 12:04:00 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
debugstPrp:debugzFpXB,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.3, 'startTime': 'Thu Aug 11 2022 11:27:30 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
debugZnfxu:debugZcQwD,params,"{'CODE': 'guanaco', 'MIN_TIME': 7, 'inspectCost': 0.6, 'startTime': 'Tue Aug 02 2022 14:57:27 GMT+0200 (CEST)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
60f35298d49211f5e58f2ac2:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Fri Aug 19 2022 10:31:57 GMT-0700 (Pacific Daylight Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
616f469494656434f5b4ebc6:630395ec3bbdf7a1062ff4c9,params,"{'CODE': 'CD8YV6VN', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Mon Aug 22 2022 09:58:14 GMT-0500 (hora de verano central)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
616f469494656434f5b4ebc6:630395ec3bbdf7a1062ff4c9,final_score,1165.75
61212548227146794559af84:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Fri Aug 19 2022 18:38:09 GMT+0200 (South Africa Standard Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
61212548227146794559af84:62ffb73fe31bae241538cb8a,final_score,1309
automated11:automated11,params,"{'CODE': 'CD8YV6VN', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Thu Sep 01 2022 16:54:24 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5f5a69a0b2b7c2119ecf07bf:630395ec3bbdf7a1062ff4c9,params,"{'CODE': 'CD8YV6VN', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Mon Aug 22 2022 17:22:00 GMT+0200 (czas środkowoeuropejski letni)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5f5a69a0b2b7c2119ecf07bf:630395ec3bbdf7a1062ff4c9,final_score,1335.75
automated33:automated33,params,"{'CODE': 'CD8YV6VN', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Mon Sep 05 2022 10:28:14 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5d692646e0457700198253cf:62f6237ed64dc454fe55122a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.3, 'startTime': 'Fri Aug 12 2022 12:10:19 GMT+0200 (centraleuropeisk sommartid)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5d692646e0457700198253cf:62f6237ed64dc454fe55122a,final_score,1463
611d0afbb2a19acfd012545b:62f3c05cc386d01b3d466a42,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.3, 'startTime': 'Thu Aug 11 2022 12:31:39 GMT+0200 (South Africa Standard Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
611d0afbb2a19acfd012545b:62f3c05cc386d01b3d466a42,final_score,1418.7
debugJRT5G:debugOo7jM,params,"{'CODE': 'guanaco', 'MIN_TIME': 7, 'inspectCost': 0.6, 'startTime': 'Tue Aug 02 2022 15:25:16 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
debug7rDBh:debugWQfNZ,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.3, 'startTime': 'Thu Aug 11 2022 11:39:47 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5f8d00ca25aa354b7063d7c7:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Fri Aug 19 2022 11:32:45 GMT-0500 (hora de verano central)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5f8d00ca25aa354b7063d7c7:62ffb73fe31bae241538cb8a,final_score,1188.5
debugRmQpj:debugYGlhK,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.5, 'startTime': 'Mon Aug 15 2022 14:16:47 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5fa7e834819bc858e470ae14:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Fri Aug 19 2022 19:14:00 GMT+0200 (czas środkowoeuropejski letni)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5fa7e834819bc858e470ae14:62ffb73fe31bae241538cb8a,final_score,1369.25
5db99138bcd46f000ed93841:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Fri Aug 19 2022 18:30:41 GMT+0200 (Ora legale dell’Europa centrale)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5db99138bcd46f000ed93841:62ffb73fe31bae241538cb8a,final_score,1170
60b8b5dcb46db8ae98d0b047:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Fri Aug 19 2022 18:03:48 GMT+0100 (Hora de verão da Europa Ocidental)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
60b8b5dcb46db8ae98d0b047:62ffb73fe31bae241538cb8a,final_score,1061
6130ceb2390f7cb3284f33a9:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Fri Aug 19 2022 18:30:55 GMT+0200 (South Africa Standard Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
615f371e6688c87e53e7acf5:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Fri Aug 19 2022 19:49:31 GMT+0200 (South Africa Standard Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
6113dc7ee718f73116fcdc8a:630395ec3bbdf7a1062ff4c9,params,"{'CODE': 'CD8YV6VN', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Mon Aug 22 2022 16:56:28 GMT+0200 (South Africa Standard Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
6140be2fdc5e6f433f412f7a:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Fri Aug 19 2022 11:30:20 GMT-0500 (Central Daylight Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
6140be2fdc5e6f433f412f7a:62ffb73fe31bae241538cb8a,final_score,1240
60a51393b86b6c9753bb36da:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Fri Aug 19 2022 17:41:58 GMT+0100 (British Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
60a51393b86b6c9753bb36da:62ffb73fe31bae241538cb8a,final_score,1462.75
60315645c8c7420a2f1ade9c:630395ec3bbdf7a1062ff4c9,params,"{'CODE': 'CD8YV6VN', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Mon Aug 22 2022 17:33:33 GMT+0200 (Central Africa Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
60315645c8c7420a2f1ade9c:630395ec3bbdf7a1062ff4c9,final_score,872.5
automated17:automated17,params,"{'CODE': 'CD8YV6VN', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Fri Sep 02 2022 11:34:38 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
debugJqwPF:debugxGcpq,params,"{'CODE': 'guanaco', 'MIN_TIME': 7, 'inspectCost': 0.6, 'startTime': 'Tue Aug 02 2022 15:26:09 GMT+0200 (CEST)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
debu323231:debug4323351qx,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Fri Aug 19 2022 18:18:21 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
61717173748006894b2b54ff:62f6237ed64dc454fe55122a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.3, 'startTime': 'Fri Aug 12 2022 14:02:11 GMT+0200 (közép-európai nyári idő)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
61717173748006894b2b54ff:62f6237ed64dc454fe55122a,final_score,1295.7
debugMSCTV:debugiYBTr,params,"{'CODE': 'guanaco', 'MIN_TIME': 7, 'inspectCost': 0.6, 'startTime': 'Tue Aug 02 2022 15:26:42 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
debugSjcIs:debugwlmBR,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.5, 'startTime': 'Mon Aug 15 2022 14:17:44 GMT+0200 (CEST)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
62cea839eb104e720d1fc9b3:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Fri Aug 19 2022 17:39:35 GMT+0100 (British Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
speebug:speebug,params,"{'CODE': 'CD8YV6VN', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Tue Aug 23 2022 15:24:02 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5df76aff2d2185502504d15c:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Fri Aug 19 2022 17:30:44 GMT+0100 (Hora de verão da Europa Ocidental)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5df76aff2d2185502504d15c:62ffb73fe31bae241538cb8a,final_score,1190.25
debug2A5w7:debugG07tz,params,"{'CODE': 'guanaco', 'MIN_TIME': 7, 'inspectCost': 0.6, 'startTime': 'Thu Aug 04 2022 08:15:44 GMT+0200 (CEST)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
debug2A5w7:debugG07tz,final_score,73.00000000000001
debugfpcaK:debugwtu7S,params,"{'CODE': 'guanaco', 'MIN_TIME': 7, 'inspectCost': 0.6, 'startTime': 'Fri Aug 05 2022 16:47:55 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
debugo5v1i:debugsoIhX,params,"{'CODE': 'CD8YV6VN', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Tue Sep 06 2022 11:44:48 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5d07b36bffd6f0000150ab24:62f3c05cc386d01b3d466a42,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.3, 'startTime': 'Thu Aug 11 2022 11:22:18 GMT+0100 (Hora de verão da Europa Ocidental)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5d07b36bffd6f0000150ab24:62f3c05cc386d01b3d466a42,final_score,1291.5
debugGKcXa:debugX3W6A,params,"{'CODE': 'guanaco', 'MIN_TIME': 7, 'inspectCost': 0.6, 'startTime': 'Mon Aug 08 2022 09:01:55 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
60dc9556508486e19fc42546:62f3c05cc386d01b3d466a42,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.3, 'startTime': 'Thu Aug 11 2022 12:26:12 GMT+0200 (South Africa Standard Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
60dc9556508486e19fc42546:62f3c05cc386d01b3d466a42,final_score,1321.4
5f71e885e4c6b907c3c3610f:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Fri Aug 19 2022 18:30:21 GMT+0200 (Středoevropský letní čas)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5c5dfb15034e2800016454aa:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Fri Aug 19 2022 18:52:56 GMT+0200 (Ora legale dell’Europa centrale)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5f3f47ae0c03be23a4ed6845:62f6237ed64dc454fe55122a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.3, 'startTime': 'Fri Aug 12 2022 12:10:09 GMT+0200 (Central European Summer Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5f3f47ae0c03be23a4ed6845:62f6237ed64dc454fe55122a,final_score,117.5
6155e6b88ae22eea42c5503c:62ffb73fe31bae241538cb8a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 1, 'startTime': 'Fri Aug 19 2022 18:35:32 GMT+0200 (czas środkowoeuropejski letni)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
6155e6b88ae22eea42c5503c:62ffb73fe31bae241538cb8a,final_score,1186
5ec6583644972a0315eb4f0d:630395ec3bbdf7a1062ff4c9,params,"{'CODE': 'CD8YV6VN', 'MIN_TIME': 7, 'inspectCost': 0.25, 'startTime': 'Mon Aug 22 2022 17:01:02 GMT+0200 (South Africa Standard Time)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5ec6583644972a0315eb4f0d:630395ec3bbdf7a1062ff4c9,final_score,1396
5e909bce9eeb7a3ac5dcccf6:62f6237ed64dc454fe55122a,params,"{'CODE': 'C6DMOQA6', 'MIN_TIME': 7, 'inspectCost': 0.3, 'startTime': 'Fri Aug 12 2022 11:09:39 GMT+0100 (Hora de verão da Europa Ocidental)', 'bonusRate': 0.002, 'variance': '2_4_24', 'branching': '312'}"
5e909bce9eeb7a3ac5dcccf6:62f6237ed64dc454fe55122a,final_score,0
